num views,num rows,num channels,batch size,peak memory (GB),avail memory (GB),elapsed time0 (sec),elapsed time1 (sec)
250,500,50,500,2.004,20.053,2.7,2.7
250,500,50,800,2.004,20.053,2.6,2.6
250,500,100,100,1.146,20.053,10.1,10.1
250,500,100,250,2.949,20.053,2.0,2.0
250,500,100,500,2.949,20.053,1.3,1.3
250,500,100,800,2.949,20.053,1.5,1.5
250,500,250,100,1.722,20.053,9.9,9.9
250,500,250,250,3.449,20.053,3.1,3.1
250,500,250,500,3.449,20.053,2.5,2.5
250,500,250,800,3.449,20.053,2.7,2.7
250,500,500,100,2.639,20.053,14.9,14.9
250,500,500,250,4.297,20.053,7.8,7.8
250,500,500,500,4.297,20.053,7.0,7.0
250,500,500,800,4.297,20.053,7.2,7.2
250,500,800,100,3.549,20.053,28.3,28.3
250,500,800,250,5.156,20.053,21.3,21.3
250,500,800,500,5.156,20.053,22.6,22.6
250,500,800,800,5.156,20.053,20.8,20.8
250,500,1250,100,5.380,20.053,65.5,65.5
250,500,1250,250,6.870,20.053,54.5,54.5
250,500,1250,500,6.870,20.053,53.7,53.7
250,500,1250,800,6.870,20.053,50.0,50.0
250,800,50,100,1.258,20.053,11.5,11.5
250,800,50,250,3.500,20.053,3.3,3.3
250,800,50,500,3.500,20.053,2.7,2.7
250,800,50,800,3.500,20.053,2.6,2.6
250,800,100,100,1.976,20.053,10.2,10.2
250,800,100,250,5.130,20.053,2.1,2.1
250,800,100,500,5.130,20.053,1.5,1.5
250,800,100,800,5.130,20.053,1.6,1.6
250,800,250,100,2.934,20.053,10.8,10.8
250,800,250,250,5.921,20.053,4.0,4.0
250,800,250,500,5.921,20.053,3.4,3.4
250,800,250,800,5.921,20.053,3.6,3.6
250,800,500,100,4.335,20.053,19.5,19.5
250,800,500,250,7.052,20.053,11.7,11.7
250,800,500,500,7.052,20.053,11.3,11.3
250,800,500,800,7.052,20.053,11.0,11.0
250,800,800,100,5.804,20.053,49.1,49.1
250,800,800,250,8.626,20.053,44.5,44.5
250,800,800,500,8.626,20.053,39.7,39.7
250,800,800,800,8.626,20.053,39.4,39.4
250,800,1250,100,8.601,20.053,106.1,106.1
250,800,1250,250,10.992,20.053,112.3,112.3
250,800,1250,500,10.992,20.053,93.5,93.5
250,800,1250,800,10.992,20.053,95.6,95.6
250,1250,50,100,1.812,20.053,9.6,9.6
250,1250,50,250,5.011,20.053,4.3,4.3
250,1250,50,500,5.011,20.053,2.8,2.8
250,1250,50,800,5.011,20.053,2.7,2.7
250,1250,100,100,2.866,20.053,8.8,8.8
250,1250,100,250,7.372,20.053,6.0,6.0
250,1250,100,500,7.372,20.053,1.8,1.8
250,1250,100,800,7.372,20.053,1.9,1.9
250,1250,250,100,4.376,20.053,10.5,10.5
250,1250,250,250,8.479,20.053,8.9,8.9
250,1250,250,500,8.479,20.053,4.8,4.8
250,1250,250,800,8.479,20.053,5.0,5.0
250,1250,500,100,6.599,20.053,23.5,23.5
250,1250,500,250,10.455,20.053,20.8,20.8
250,1250,500,500,10.455,20.053,17.1,17.1
250,1250,500,800,10.455,20.053,17.0,17.0
250,1250,800,100,8.703,20.053,58.1,58.1
250,1250,800,250,11.861,20.053,59.1,59.1
250,1250,800,500,11.861,20.053,51.3,51.3
250,1250,800,800,11.861,20.053,52.0,52.0
250,1250,1250,100,13.431,20.053,151.1,151.1
250,1250,1250,250,15.044,20.053,145.5,145.5
250,1250,1250,500,15.044,20.053,141.5,141.5
250,1250,1250,800,15.044,20.053,135.3,135.3
500,50,50,100,0.206,20.053,8.1,8.1
500,50,50,250,0.402,20.053,3.3,3.3
500,50,50,500,0.975,20.053,2.9,2.9
500,50,50,800,0.975,20.053,3.0,3.0
500,50,100,100,0.254,20.053,7.8,7.8
500,50,100,250,0.653,20.053,2.1,2.1
500,50,100,500,1.324,20.053,1.6,1.6
500,50,100,800,1.324,20.053,1.5,1.5
500,50,250,100,0.379,20.053,8.4,8.4
500,50,250,250,0.604,20.053,2.4,2.4
500,50,250,500,1.234,20.053,1.8,1.8
500,50,250,800,1.234,20.053,1.7,1.7
500,50,500,100,0.489,20.053,9.5,9.5
500,50,500,250,0.734,20.053,4.0,4.0
500,50,500,500,1.424,20.053,2.7,2.7
500,50,500,800,1.424,20.053,2.6,2.6
500,50,800,100,0.673,20.053,10.6,10.6
500,50,800,250,0.916,20.053,6.0,6.0
500,50,800,500,1.632,20.053,6.1,6.1
500,50,800,800,1.632,20.053,5.9,5.9
500,50,1250,100,0.877,20.053,15.8,15.8
500,50,1250,250,1.154,20.053,10.3,10.3
500,50,1250,500,1.903,20.053,10.7,10.7
500,50,1250,800,1.903,20.053,10.7,10.7
500,100,50,100,0.333,20.053,7.3,7.3
500,100,50,250,0.989,20.053,3.5,3.5
500,100,50,500,1.938,20.053,3.0,3.0
500,100,50,800,1.938,20.053,3.0,3.0
500,100,100,100,0.500,20.053,9.5,9.5
500,100,100,250,1.348,20.053,2.2,2.2
500,100,100,500,1.963,20.053,1.6,1.6
500,100,100,800,1.963,20.053,1.5,1.5
500,100,250,100,0.567,20.053,6.8,6.8
500,100,250,250,1.392,20.053,2.6,2.6
500,100,250,500,2.256,20.053,1.9,1.9
500,100,250,800,2.256,20.053,1.8,1.8
500,100,500,100,0.967,20.053,9.0,9.0
500,100,500,250,1.902,20.053,5.4,5.4
500,100,500,500,2.628,20.053,3.7,3.7
500,100,500,800,2.628,20.053,3.5,3.5
500,100,800,100,1.223,20.053,15.7,15.7
500,100,800,250,2.013,20.053,9.8,9.8
500,100,800,500,2.640,20.053,7.8,7.8
500,100,800,800,2.640,20.053,8.1,8.1
500,100,1250,100,1.681,20.053,23.0,23.0
500,100,1250,250,2.617,20.053,18.6,18.6
500,100,1250,500,3.136,20.053,16.7,16.7
500,100,1250,800,3.136,20.053,17.4,17.4
500,250,50,100,0.471,20.053,7.4,7.4
500,250,50,250,1.051,20.053,3.5,3.5
500,250,50,500,2.002,20.053,2.9,2.9
500,250,50,800,2.002,20.053,2.9,2.9
500,250,100,100,0.775,20.053,8.2,8.2
500,250,100,250,1.602,20.053,2.3,2.3
500,250,100,500,2.925,20.053,1.8,1.8
500,250,100,800,2.925,20.053,1.6,1.6
500,250,250,100,1.208,20.053,7.7,7.7
500,250,250,250,2.067,20.053,3.2,3.2
500,250,250,500,3.315,20.053,2.6,2.6
500,250,250,800,3.315,20.053,2.5,2.5
500,250,500,100,2.142,20.053,11.9,11.9
500,250,500,250,2.900,20.053,6.9,6.9
500,250,500,500,3.815,20.053,6.1,6.1
500,250,500,800,3.815,20.053,6.0,6.0
500,250,800,100,2.758,20.053,21.0,21.0
500,250,800,250,3.611,20.053,17.2,17.2
500,250,800,500,4.717,20.053,15.5,15.5
500,250,800,800,4.717,20.053,16.0,16.0
500,250,1250,100,4.029,20.053,40.7,40.7
500,250,1250,250,4.780,20.053,34.2,34.2
500,250,1250,500,5.809,20.053,40.0,40.0
500,250,1250,800,5.809,20.053,36.5,36.5
500,500,50,100,0.943,20.053,8.5,8.5
500,500,50,250,2.102,20.053,3.6,3.6
500,500,50,500,4.004,20.053,2.9,2.9
500,500,50,800,4.004,20.053,2.9,2.9
500,500,100,100,1.549,20.053,8.6,8.6
500,500,100,250,3.205,20.053,2.6,2.6
500,500,100,500,5.851,20.053,1.9,1.9
500,500,100,800,5.851,20.053,1.9,1.9
500,500,250,100,2.417,20.053,9.1,9.1
500,500,250,250,4.133,20.053,4.4,4.4
500,500,250,500,6.629,20.053,3.6,3.6
500,500,250,800,6.629,20.053,3.6,3.6
500,500,500,100,4.285,20.053,16.7,16.7
500,500,500,250,5.797,20.053,11.5,11.5
500,500,500,500,7.628,20.053,13.9,13.9
500,500,500,800,7.628,20.053,10.3,10.3
500,500,800,100,5.235,20.053,34.0,34.0
500,500,800,250,7.062,20.053,28.6,28.6
500,500,800,500,9.248,20.053,32.1,32.1
500,500,800,800,9.248,20.053,29.1,29.1
500,500,1250,100,7.825,20.053,79.0,79.0
500,500,1250,250,9.307,20.053,75.0,75.0
500,500,1250,500,10.700,20.053,80.0,80.0
500,500,1250,800,10.700,20.053,71.1,71.1
500,800,50,100,1.615,20.053,7.5,7.5
500,800,50,250,3.656,20.053,3.6,3.6
500,800,50,500,6.992,20.053,4.0,4.0
500,800,50,800,6.992,20.053,3.0,3.0
500,800,100,100,2.639,20.053,8.5,8.5
500,800,100,250,5.529,20.053,2.7,2.7
500,800,100,500,10.206,20.053,5.8,5.8
500,800,100,800,10.206,20.053,2.1,2.1
500,800,250,100,4.028,20.053,10.6,10.6
500,800,250,250,7.016,20.053,5.8,5.8
500,800,250,500,11.411,20.053,8.7,8.7
500,800,250,800,11.411,20.053,5.0,5.0
500,800,500,100,6.713,20.053,23.4,23.4
500,800,500,250,9.479,20.053,19.8,19.8
500,800,500,500,12.741,20.053,19.9,19.9
500,800,500,800,12.741,20.053,16.3,16.3
500,800,800,100,8.524,20.053,53.6,53.6
500,800,800,250,11.677,20.053,53.9,53.9
500,800,800,500,14.266,20.053,55.7,55.7
500,800,800,800,14.266,20.053,51.2,51.2
500,800,1250,100,12.512,20.053,127.9,127.9
500,800,1250,250,14.492,20.053,139.3,139.3
500,800,1250,500,14.729,20.053,136.9,136.9
500,800,1250,800,14.729,20.053,121.1,121.1
500,1250,50,100,2.356,20.053,7.8,7.8
500,1250,50,250,5.255,20.053,4.9,4.9
500,1250,50,500,9.953,20.053,5.7,5.7
500,1250,50,800,9.953,20.053,4.4,4.4
500,1250,100,100,3.872,20.053,8.5,8.5
500,1250,100,250,8.011,20.053,6.9,6.9
500,1250,100,500,10.906,20.053,8.0,8.0
500,1250,100,800,10.906,20.053,2.9,2.9
500,1250,250,100,6.041,20.053,12.3,12.3
500,1250,250,250,10.333,20.053,11.6,11.6
500,1250,250,500,13.035,20.053,12.5,12.5
500,1250,250,800,13.035,20.053,7.7,7.7
500,1250,500,100,10.262,20.053,35.0,35.0
500,1250,500,250,14.248,20.053,30.7,30.7
500,1250,500,500,17.317,20.053,30.8,30.8
500,1250,500,800,17.317,20.053,26.3,26.3
500,1250,800,100,13.079,20.053,80.3,80.3
500,1250,800,250,15.520,20.053,84.6,84.6
500,1250,800,500,16.373,20.053,84.9,84.9
500,1250,800,800,16.373,20.053,72.2,72.2
800,50,50,100,0.211,20.053,8.4,8.4
800,50,50,250,0.406,20.053,4.0,4.0
800,50,50,500,0.644,20.053,3.3,3.3
800,50,50,800,1.254,20.053,4.1,4.1
800,50,100,100,0.266,20.053,8.3,8.3
800,50,100,250,0.554,20.053,2.6,2.6
800,50,100,500,0.806,20.053,2.2,2.2
800,50,100,800,1.398,20.053,2.1,2.1
800,50,250,100,0.431,20.053,9.0,9.0
800,50,250,250,0.566,20.053,3.0,3.0
800,50,250,500,0.933,20.053,2.5,2.5
800,50,250,800,1.110,20.053,2.4,2.4
800,50,500,100,0.594,20.053,10.5,10.5
800,50,500,250,0.799,20.053,5.1,5.1
800,50,500,500,1.141,20.053,3.7,3.7
800,50,500,800,1.141,20.053,3.6,3.6
800,50,800,100,0.843,20.053,12.5,12.5
800,50,800,250,1.062,20.053,8.3,8.3
800,50,800,500,1.563,20.053,7.7,7.7
800,50,800,800,1.563,20.053,6.9,6.9
800,50,1250,100,1.272,20.053,19.8,19.8
800,50,1250,250,1.389,20.053,15.1,15.1
800,50,1250,500,1.715,20.053,15.2,15.2
800,50,1250,800,2.023,20.053,13.5,13.5
800,100,50,100,0.350,20.053,7.7,7.7
800,100,50,250,0.808,20.053,4.0,4.0
800,100,50,500,1.278,20.053,3.1,3.1
800,100,50,800,2.873,20.053,2.5,2.5
800,100,100,100,0.545,20.053,10.0,10.0
800,100,100,250,1.135,20.053,2.8,2.8
800,100,100,500,1.604,20.053,2.2,2.2
800,100,100,800,2.241,20.053,2.2,2.2
800,100,250,100,0.670,20.053,9.5,9.5
800,100,250,250,1.261,20.053,3.2,3.2
800,100,250,500,1.856,20.053,2.5,2.5
800,100,250,800,2.663,20.053,2.5,2.5
800,100,500,100,1.175,20.053,10.7,10.7
800,100,500,250,1.743,20.053,6.3,6.3
800,100,500,500,2.271,20.053,5.3,5.3
800,100,500,800,2.271,20.053,4.2,4.2
800,100,800,100,1.558,20.053,19.4,19.4
800,100,800,250,2.267,20.053,11.1,11.1
800,100,800,500,2.751,20.053,10.1,10.1
800,100,800,800,2.773,20.053,8.5,8.5
800,100,1250,100,2.291,20.053,31.4,31.4
800,100,1250,250,2.809,20.053,22.2,22.2
800,100,1250,500,3.845,20.053,18.9,18.9
800,100,1250,800,4.020,20.053,17.3,17.3
800,250,50,100,0.525,20.053,8.1,8.1
800,250,50,250,0.895,20.053,4.1,4.1
800,250,50,500,1.684,20.053,3.6,3.6
800,250,50,800,3.184,20.053,4.3,4.3
800,250,100,100,0.886,20.053,8.8,8.8
800,250,100,250,1.423,20.053,2.9,2.9
800,250,100,500,2.511,20.053,2.4,2.4
800,250,100,800,3.517,20.053,2.4,2.4
800,250,250,100,1.487,20.053,8.8,8.8
800,250,250,250,2.021,20.053,4.1,4.1
800,250,250,500,3.140,20.053,3.5,3.5
800,250,250,800,4.152,20.053,3.5,3.5
800,250,500,100,2.657,20.053,14.8,14.8
800,250,500,250,3.221,20.053,9.2,9.2
800,250,500,500,4.171,20.053,8.2,8.2
800,250,500,800,5.359,20.053,8.1,8.1
800,250,800,100,3.655,20.053,27.2,27.2
800,250,800,250,4.077,20.053,21.4,21.4
800,250,800,500,5.227,20.053,20.5,20.5
800,250,800,800,6.497,20.053,18.9,18.9
800,250,1250,100,5.713,20.053,55.5,55.5
800,250,1250,250,5.730,20.053,45.7,45.7
800,250,1250,500,7.011,20.053,51.1,51.1
800,250,1250,800,8.365,20.053,53.1,53.1
800,500,50,100,1.051,20.053,8.9,8.9
800,500,50,250,1.780,20.053,4.0,4.0
800,500,50,500,3.367,20.053,3.5,3.5
800,500,50,800,6.443,20.053,4.2,4.2
800,500,100,100,1.772,20.053,8.9,8.9
800,500,100,250,2.846,20.053,3.1,3.1
800,500,100,500,5.023,20.053,2.6,2.6
800,500,100,800,6.990,20.053,2.6,2.6
800,500,250,100,2.973,20.053,10.6,10.6
800,500,250,250,4.041,20.053,5.7,5.7
800,500,250,500,6.280,20.053,4.9,4.9
800,500,250,800,8.261,20.053,4.9,4.9
800,500,500,100,5.312,20.053,21.9,21.9
800,500,500,250,6.255,20.053,15.5,15.5
800,500,500,500,8.341,20.053,14.1,14.1
800,500,500,800,10.674,20.053,13.9,13.9
800,500,800,100,7.156,20.053,46.0,46.0
800,500,800,250,8.149,20.053,39.6,39.6
800,500,800,500,10.450,20.053,42.1,42.1
800,500,800,800,12.945,20.053,44.8,44.8
800,500,1250,100,11.185,20.053,103.8,103.8
800,500,1250,250,11.364,20.053,95.5,95.5
800,500,1250,500,13.049,20.053,106.5,106.5
800,500,1250,800,14.029,20.053,103.1,103.1
800,800,50,100,1.789,20.053,8.0,8.0
800,800,50,250,3.055,20.053,4.1,4.1
800,800,50,500,5.856,20.053,4.7,4.7
800,800,50,800,10.890,20.053,5.8,5.8
800,800,100,100,2.997,20.053,9.4,9.4
800,800,100,250,4.874,20.053,3.5,3.5
800,800,100,500,8.677,20.053,6.6,6.6
800,800,100,800,11.628,20.053,7.9,7.9
800,800,250,100,4.918,20.053,12.9,12.9
800,800,250,250,6.788,20.053,7.8,7.8
800,800,250,500,10.693,20.053,10.5,10.5
800,800,250,800,13.660,20.053,11.9,11.9
800,800,500,100,8.501,20.053,32.1,32.1
800,800,500,250,10.294,20.053,27.3,27.3
800,800,500,500,13.920,20.053,25.7,25.7
800,800,500,800,17.519,20.053,26.8,26.8
800,800,800,100,11.448,20.053,77.3,77.3
800,800,800,250,13.340,20.053,67.2,67.2
800,800,800,500,15.342,20.053,76.1,76.1
800,800,800,800,16.144,20.053,75.7,75.7
800,1250,50,100,2.627,20.053,8.6,8.6
800,1250,50,250,4.432,20.053,5.5,5.5
800,1250,50,500,8.418,20.053,5.0,5.0
800,1250,50,800,15.918,20.053,6.2,6.2
800,1250,100,100,4.431,20.053,9.5,9.5
800,1250,100,250,7.114,20.053,8.0,8.0
800,1250,100,500,12.552,20.053,7.5,7.5
800,1250,100,800,17.412,20.053,8.9,8.9
800,1250,250,100,7.432,20.053,16.0,16.0
800,1250,250,250,10.103,20.053,14.9,14.9
800,1250,250,500,10.717,20.053,18.1,18.1
800,1250,250,800,12.389,20.053,18.6,18.6
800,1250,500,100,13.057,20.053,49.7,49.7
800,1250,500,250,15.633,20.053,41.5,41.5
800,1250,500,500,17.691,20.053,45.2,45.2
800,1250,500,800,18.176,20.053,44.7,44.7
800,1250,800,100,17.885,20.053,111.3,111.3
1250,50,50,100,0.213,20.053,10.3,10.3
1250,50,50,250,0.417,20.053,4.1,4.1
1250,50,50,500,0.789,20.053,6.2,6.2
1250,50,50,800,0.789,20.053,2.5,2.5
1250,50,100,100,0.336,20.053,12.9,12.9
1250,50,100,250,0.707,20.053,3.1,3.1
1250,50,100,500,1.152,20.053,3.5,3.5
1250,50,100,800,1.152,20.053,3.2,3.2
1250,50,250,100,0.482,20.053,12.0,12.0
1250,50,250,250,0.743,20.053,3.5,3.5
1250,50,250,500,1.452,20.053,4.0,4.0
1250,50,250,800,1.452,20.053,3.7,3.7
1250,50,500,100,0.842,20.053,12.4,12.4
1250,50,500,250,1.036,20.053,5.0,5.0
1250,50,500,500,1.518,20.053,5.6,5.6
1250,50,500,800,1.586,20.053,5.5,5.5
1250,50,800,100,1.183,20.053,20.4,20.4
1250,50,800,250,1.362,20.053,10.0,10.0
1250,50,800,500,1.867,20.053,11.9,11.9
1250,50,800,800,1.893,20.053,10.4,10.4
1250,50,1250,100,1.779,20.053,32.0,32.0
1250,50,1250,250,1.909,20.053,19.5,19.5
1250,50,1250,500,2.575,20.053,21.2,21.2
1250,50,1250,800,2.575,20.053,20.1,20.1
1250,100,50,100,0.371,20.053,12.3,12.3
1250,100,50,250,1.018,20.053,4.3,4.3
1250,100,50,500,1.569,20.053,6.7,6.7
1250,100,50,800,1.569,20.053,2.4,2.4
1250,100,100,100,0.615,20.053,12.5,12.5
1250,100,100,250,1.457,20.053,3.2,3.2
1250,100,100,500,1.733,20.053,3.6,3.6
1250,100,100,800,1.733,20.053,3.3,3.3
1250,100,250,100,0.899,20.053,13.2,13.2
1250,100,250,250,1.671,20.053,4.1,4.1
1250,100,250,500,2.338,20.053,4.3,4.3
1250,100,250,800,2.338,20.053,3.9,3.9
1250,100,500,100,1.574,20.053,17.3,17.3
1250,100,500,250,2.507,20.053,8.3,8.3
1250,100,500,500,2.843,20.053,7.8,7.8
1250,100,500,800,2.843,20.053,7.0,7.0
1250,100,800,100,2.361,20.053,25.8,25.8
1250,100,800,250,2.905,20.053,19.2,19.2
1250,100,800,500,3.784,20.053,17.7,17.7
1250,100,800,800,3.784,20.053,14.4,14.4
1250,100,1250,100,3.548,20.053,43.6,43.6
1250,100,1250,250,4.128,20.053,38.7,38.7
1250,100,1250,500,4.365,20.053,34.2,34.2
1250,100,1250,800,4.625,20.053,28.8,28.8
1250,250,50,100,0.594,20.053,10.8,10.8
1250,250,50,250,1.163,20.053,4.4,4.4
1250,250,50,500,1.793,20.053,6.2,6.2
1250,250,50,800,1.818,20.053,2.6,2.6
1250,250,100,100,1.038,20.053,11.6,11.6
1250,250,100,250,1.874,20.053,3.4,3.4
1250,250,100,500,2.776,20.053,3.8,3.8
1250,250,100,800,2.776,20.053,3.6,3.6
1250,250,250,100,1.890,20.053,12.3,12.3
1250,250,250,250,2.764,20.053,5.3,5.3
1250,250,250,500,3.686,20.053,5.6,5.6
1250,250,250,800,3.686,20.053,5.3,5.3
1250,250,500,100,3.566,20.053,20.7,20.7
1250,250,500,250,4.410,20.053,12.9,12.9
1250,250,500,500,5.182,20.053,12.6,12.6
1250,250,500,800,5.523,20.053,12.3,12.3
1250,250,800,100,5.666,20.053,39.7,39.7
1250,250,800,250,5.842,20.053,29.5,29.5
1250,250,800,500,6.777,20.053,29.8,29.8
1250,250,800,800,6.973,20.053,28.0,28.0
1250,250,1250,100,8.857,20.053,81.0,81.0
1250,250,1250,250,8.857,20.053,72.7,72.7
1250,250,1250,500,9.334,20.053,76.9,76.9
1250,250,1250,800,9.659,20.053,75.7,75.7
1250,500,50,100,1.191,20.053,10.8,10.8
1250,500,50,250,2.312,20.053,4.4,4.4
1250,500,50,500,3.585,20.053,6.2,6.2
1250,500,50,800,3.641,20.053,2.7,2.7
1250,500,100,100,2.075,20.053,12.0,12.0
1250,500,100,250,3.748,20.053,3.8,3.8
1250,500,100,500,5.568,20.053,4.2,4.2
1250,500,100,800,5.568,20.053,3.9,3.9
1250,500,250,100,3.779,20.053,14.9,14.9
1250,500,250,250,5.528,20.053,7.7,7.7
1250,500,250,500,7.371,20.053,7.8,7.8
1250,500,250,800,7.371,20.053,7.5,7.5
1250,500,500,100,7.080,20.053,31.1,31.1
1250,500,500,250,8.586,20.053,22.8,22.8
1250,500,500,500,10.363,20.053,28.7,28.7
1250,500,500,800,10.826,20.053,27.6,27.6
1250,500,800,100,11.180,20.053,65.5,65.5
1250,500,800,250,11.551,20.053,58.0,58.0
1250,500,800,500,13.549,20.053,61.5,61.5
1250,500,800,800,13.668,20.053,60.3,60.3
1250,500,1250,100,17.471,20.053,154.6,154.6
1250,500,1250,500,17.474,20.053,147.0,147.0
1250,800,50,100,2.005,20.053,10.9,10.9
1250,800,50,250,3.957,20.053,4.5,4.5
1250,800,50,500,6.225,20.053,8.3,8.3
1250,800,50,800,6.307,20.053,6.8,6.8
1250,800,100,100,3.446,20.053,12.5,12.5
1250,800,100,250,6.399,20.053,4.4,4.4
1250,800,100,500,9.580,20.053,11.6,11.6
1250,800,100,800,9.580,20.053,10.7,10.7
1250,800,250,100,6.130,20.053,18.3,18.3
1250,800,250,250,9.247,20.053,14.4,14.4
1250,800,250,500,12.465,20.053,17.8,17.8
1250,800,250,800,12.465,20.053,16.8,16.8
1250,800,500,100,11.177,20.053,48.0,48.0
1250,800,500,250,13.968,20.053,39.0,39.0
1250,800,500,500,17.179,20.053,41.2,41.2
1250,800,500,800,17.501,20.053,40.0,40.0
1250,800,800,100,17.885,20.053,108.6,108.6
1250,800,800,250,18.383,20.053,98.3,98.3
1250,800,800,500,18.686,20.053,110.3,110.3
1250,1250,50,100,2.978,20.053,11.5,11.5
1250,1250,50,250,5.764,20.053,6.0,6.0
1250,1250,50,500,8.963,20.053,9.0,9.0
1250,1250,50,800,8.963,20.053,7.4,7.4
1250,1250,100,100,5.187,20.053,12.2,12.2
1250,1250,100,250,9.370,20.053,9.1,9.1
1250,1250,100,500,9.370,20.053,19.1,19.1
1250,1250,100,800,9.370,20.053,12.2,12.2
1250,1250,250,100,9.334,20.053,22.2,22.2
1250,1250,250,250,13.818,20.053,19.8,19.8
1250,1250,250,500,13.939,20.053,29.5,29.5
1250,1250,250,800,14.516,20.053,22.2,22.2
1250,1250,500,100,17.464,20.053,71.8,71.8
50,50,50,100,0.078,40.106,7.3,7.3
50,50,50,250,0.078,40.106,2.8,2.8
50,50,50,500,0.078,40.106,2.9,2.9
50,50,50,800,0.078,40.106,2.9,2.9
50,50,100,100,0.134,40.106,9.3,9.3
50,50,100,250,0.134,40.106,2.8,2.8
50,50,100,500,0.134,40.106,2.8,2.8
50,50,100,800,0.134,40.106,2.6,2.6
50,50,250,100,0.117,40.106,8.0,8.0
50,50,250,250,0.117,40.106,2.0,2.0
50,50,250,500,0.117,40.106,2.0,2.0
50,50,250,800,0.117,40.106,1.9,1.9
50,50,500,100,0.194,40.106,8.4,8.4
50,50,500,250,0.194,40.106,3.1,3.1
50,50,500,500,0.194,40.106,3.1,3.1
50,50,500,800,0.194,40.106,3.1,3.1
50,50,800,100,0.176,40.106,11.3,11.3
50,50,800,250,0.176,40.106,4.9,4.9
50,50,800,500,0.176,40.106,4.9,4.9
50,50,800,800,0.176,40.106,5.1,5.1
50,50,1250,100,0.341,40.106,14.6,14.6
50,50,1250,250,0.341,40.106,8.3,8.3
50,50,1250,500,0.341,40.106,8.4,8.4
50,50,1250,800,0.341,40.106,8.0,8.0
50,100,50,100,0.157,40.106,7.0,7.0
50,100,50,250,0.157,40.106,2.7,2.7
50,100,50,500,0.157,40.106,2.8,2.8
50,100,50,800,0.157,40.106,2.8,2.8
50,100,100,100,0.232,40.106,10.0,10.0
50,100,100,250,0.232,40.106,3.9,3.9
50,100,100,500,0.232,40.106,3.9,3.9
50,100,100,800,0.232,40.106,3.8,3.8
50,100,250,100,0.254,40.106,8.4,8.4
50,100,250,250,0.254,40.106,3.7,3.7
50,100,250,500,0.254,40.106,3.7,3.7
50,100,250,800,0.254,40.106,3.6,3.6
50,100,500,100,0.386,40.106,8.6,8.6
50,100,500,250,0.386,40.106,3.7,3.7
50,100,500,500,0.386,40.106,3.7,3.7
50,100,500,800,0.386,40.106,3.6,3.6
50,100,800,100,0.353,40.106,11.8,11.8
50,100,800,250,0.353,40.106,6.4,6.4
50,100,800,500,0.353,40.106,6.4,6.4
50,100,800,800,0.353,40.106,6.4,6.4
50,100,1250,100,0.668,40.106,16.8,16.8
50,100,1250,250,0.668,40.106,13.5,13.5
50,100,1250,500,0.668,40.106,11.5,11.5
50,100,1250,800,0.668,40.106,11.9,11.9
50,250,50,100,0.202,40.106,7.7,7.7
50,250,50,250,0.202,40.106,2.2,2.2
50,250,50,500,0.202,40.106,2.3,2.3
50,250,50,800,0.202,40.106,2.3,2.3
50,250,100,100,0.308,40.106,9.3,9.3
50,250,100,250,0.308,40.106,2.1,2.1
50,250,100,500,0.308,40.106,2.1,2.1
50,250,100,800,0.308,40.106,2.1,2.1
50,250,250,100,0.394,40.106,8.2,8.2
50,250,250,250,0.394,40.106,2.4,2.4
50,250,250,500,0.394,40.106,2.4,2.4
50,250,250,800,0.394,40.106,2.3,2.3
50,250,500,100,0.960,40.106,9.6,9.6
50,250,500,250,0.960,40.106,4.0,4.0
50,250,500,500,0.960,40.106,3.9,3.9
50,250,500,800,0.960,40.106,3.9,3.9
50,250,800,100,0.767,40.106,15.9,15.9
50,250,800,250,0.767,40.106,9.8,9.8
50,250,800,500,0.767,40.106,9.8,9.8
50,250,800,800,0.767,40.106,9.9,9.9
50,250,1250,100,1.649,40.106,25.1,25.1
50,250,1250,250,1.649,40.106,20.7,20.7
50,250,1250,500,1.649,40.106,19.6,19.6
50,250,1250,800,1.649,40.106,20.6,20.6
50,500,50,100,0.405,40.106,7.6,7.6
50,500,50,250,0.405,40.106,3.1,3.1
50,500,50,500,0.405,40.106,3.2,3.2
50,500,50,800,0.405,40.106,3.2,3.2
50,500,100,100,0.616,40.106,10.1,10.1
50,500,100,250,0.616,40.106,4.9,4.9
50,500,100,500,0.616,40.106,5.0,5.0
50,500,100,800,0.616,40.106,5.0,5.0
50,500,250,100,0.788,40.106,9.2,9.2
50,500,250,250,0.788,40.106,5.6,5.6
50,500,250,500,0.788,40.106,4.7,4.7
50,500,250,800,0.788,40.106,2.7,2.7
50,500,500,100,1.917,40.106,11.9,11.9
50,500,500,250,1.917,40.106,6.7,6.7
50,500,500,500,1.917,40.106,5.7,5.7
50,500,500,800,1.917,40.106,5.7,5.7
50,500,800,100,1.526,40.106,22.7,22.7
50,500,800,250,1.526,40.106,17.9,17.9
50,500,800,500,1.526,40.106,16.8,16.8
50,500,800,800,1.526,40.106,16.7,16.7
50,500,1250,100,3.285,40.106,45.0,45.0
50,500,1250,250,3.285,40.106,44.7,44.7
50,500,1250,500,3.285,40.106,37.7,37.7
50,500,1250,800,3.285,40.106,37.3,37.3
50,800,50,100,0.706,40.106,7.5,7.5
50,800,50,250,0.706,40.106,3.1,3.1
50,800,50,500,0.706,40.106,3.2,3.2
50,800,50,800,0.706,40.106,3.2,3.2
